time,stock_name,bias_index,intc,v,rel_vol,z_score_price,is_volume_shock,silent_anomaly
2019-06-25,A,0.3580994392235569,49.73265838623047,90131800,12.878812126560486,-10.911255063397718,True,False
2020-03-16,A,-0.0057966922607132,58.691776275634766,20916000,1.8796266124789736,-8.578955629518298,False,True
2018-03-22,A,-0.0430891626233997,70.18125915527344,26861200,3.6629924738822304,-8.409465448618342,True,True
2024-11-11,A,0.0695091265265806,168.5369873046875,20760300,3.971788465144042,-8.272825860879454,True,True
2018-01-26,A,0.5838712459275281,88.14508819580078,19614500,4.05536442353019,7.854442664600368,True,False
2023-04-27,A,0.1624293256724014,135.88616943359375,17063000,2.8330535645203336,-5.148569422868196,False,False
2020-03-26,A,0.1431088398395041,58.34407806396485,15979400,1.2226043705692318,5.07320982108059,False,False
2020-03-13,A,-0.4039862856124891,67.46357727050781,21867700,2.020632392323709,5.006708387135583,False,False
2020-03-12,A,-0.1426928482884661,62.121482849121094,19935700,1.9024622254982253,-4.725811706668657,False,False
2025-04-04,A,-0.0197892748526696,182.34716796875,13505200,2.0010336174596004,-4.676997821195017,False,True
2021-09-01,A,0.1560958916986057,95.6562271118164,50943200,7.715477602590929,-4.52230644837664,True,False
2020-11-04,A,0.2059714651223431,77.76209259033203,25849000,3.16465072045418,4.346468786094274,True,False
2016-10-28,A,-0.0653075623318758,39.47349166870117,24865300,3.865317275529052,-4.020028180835866,True,True
2020-03-23,A,0.0563858481911249,50.971065521240234,19219000,1.5353682734868046,-4.01787430403737,False,True
2019-01-25,A,0.0238508274454308,60.16826629638672,21308600,3.051155677870723,-3.9791507566514475,True,True
2022-04-29,A,0.0321337280719627,129.06382751464844,25155900,3.1803724373032014,-3.858390154559537,True,True
2016-11-09,A,0.7249792437966018,42.927433013916016,18694000,2.5622757460465926,3.8181024072258,False,False
2022-09-30,A,-0.036484582333289,119.03378295898438,15359000,2.778136523189002,-3.812633728242973,False,True
2024-10-30,A,0.0461445029773741,194.69244384765625,10396400,2.222269723060612,3.730634628944871,False,True
2025-04-08,A,0.0246299546819031,171.33570861816406,12517100,1.788240423768307,-3.727701789361929,False,True
2017-09-07,A,-0.0460647181024652,57.68672561645508,15377300,3.1275817758102327,3.6028267903958584,True,True
