time,stock_name,bias_index,intc,v,iso_forest_outlier,iso_forest_score,smooth_velocity,psi
2025-04-11,A,0.0120499039783762,170.7310333251953,9047700,-1.0,-0.16023870261234874,-1.0644920517006504,15.748896847880289
2025-04-10,A,0.0177542758767881,169.90200805664062,13970000,-1.0,-0.15952129317858432,-1.036219503460051,10.500953829508838
2025-04-14,A,-0.0187106669944452,174.6811065673828,7164400,-1.0,-0.13497999286461226,-0.9858200678801996,17.42380045903554
2024-11-22,A,-0.7988745358331113,170.9718475341797,11328600,-1.0,-0.1322004839768105,-0.613948879503882,40.82874735624448
2025-04-09,A,-0.0005712800226356,175.40283203125,18977800,-1.0,-0.12723095836608467,-0.9194489186791558,10.78291708621272
2025-04-15,A,0.0051973083630486,174.0314483642578,8078500,-1.0,-0.1143123801164787,-0.9281074368983968,27.05295700576996
2025-04-08,A,0.0246299546819031,171.33570861816406,12517100,-1.0,-0.09826468752509354,-0.8618640769299478,13.420859744103131
2025-03-05,A,-0.6788126099133829,206.3207244873047,5752800,-1.0,-0.09638597880052824,0.6547737267065744,35.52409466516785
2025-04-16,A,0.0186654400406531,168.99159240722656,9459300,-1.0,-0.09554415880016975,-0.9575792416162956,30.25905325886917
2025-04-21,A,-0.0255857725467287,167.4954071044922,7364600,-1.0,-0.09434963449330169,-0.9191927406889958,47.84602749246741
2025-04-22,A,-0.043082005468172,171.0587158203125,6191900,-1.0,-0.09015154783228341,-0.8220716306403029,56.205108609828656
2025-04-17,A,-0.0059238421119548,170.28109741210938,8998100,-1.0,-0.08338739234831372,-0.9183683249908988,41.46113567201793
2025-03-03,A,-0.4372987562923167,206.26220703125,7016400,-1.0,-0.08002060001426137,0.7153541472525153,56.75591924665414
2024-11-19,A,-0.1606685951935111,160.94253540039062,5246000,-1.0,-0.07869275168102097,-0.9529157284124384,32.541352876612955
2024-11-21,A,-0.1095930662888712,165.92820739746094,6847700,-1.0,-0.07193313839521842,-0.7988708684693806,41.0551761236422
2024-11-20,A,-0.1572903020051797,162.0923309326172,7135600,-1.0,-0.07149140636890317,-0.9155851032515132,40.03777071523795
2018-03-27,A,0.1458118375496997,65.824462890625,10821300,-1.0,-0.07107446012871954,-1.2854404382289513,28.586499313704618
2018-03-28,A,0.0948040973363088,67.44126892089844,11154200,-1.0,-0.06853780105144591,-1.3009710934940673,24.912414085739837
2025-04-23,A,-0.1222190804014536,174.2775115966797,7119700,-1.0,-0.0643263312542085,-0.6794854740616958,51.270080574690326
2024-08-02,A,0.0837020583015906,181.4459991455078,6303900,-1.0,-0.06234016912072737,0.7331062686787791,24.430501782370044
2023-07-27,A,0.8124670388702773,137.3741455078125,13664400,-1.0,-0.05976588720498921,0.5507490529743513,32.84117252127312
2025-11-12,A,-0.6324306697841977,233.22999572753903,8583200,-1.0,-0.0597390531563905,0.0326030519179546,30.202188090967756
2020-03-25,A,0.0887595047246797,53.66581726074219,20017300,-1.0,-0.05965267942982189,-1.5403472202882704,38.43123486080471
2020-03-24,A,0.0547073060471231,53.33391189575195,18376300,-1.0,-0.05894141492651361,-1.62867840164534,30.57482393104482
2023-02-07,A,-0.7734007912034646,131.27386474609375,5401900,-1.0,-0.05508842150320081,-0.3503757495776035,87.81738048587685
2017-09-13,A,-0.2781450379849376,62.40578842163086,9172200,-1.0,-0.05329607081258947,1.4138077795197368,11.142701807743189
2024-11-18,A,-0.0099033654936626,160.66233825683594,8336900,-1.0,-0.050538823939516364,-0.9457848692332008,28.17432412822439
2024-08-05,A,0.1160767047383833,176.72030639648438,6459300,-1.0,-0.0504147496685341,0.6326980014724597,23.140284422924417
2020-03-26,A,0.1431088398395041,58.34407806396485,15979400,-1.0,-0.04858345208694037,-1.178215935632802,32.205548709319416
2025-03-10,A,0.0734166347732309,211.31439208984375,8604000,-1.0,-0.04834541133175263,0.6655882884293214,23.398078705870613
2018-01-26,A,0.5838712459275281,88.14508819580078,19614500,-1.0,-0.04798178317389945,1.057929778606255,28.66281102849372
2018-10-26,A,0.7019037988136001,59.62376403808594,6181500,-1.0,-0.04795595608707948,-0.8354316791973206,17.702466781467223
2018-02-05,A,-0.080912937201661,78.34403228759766,9827800,-1.0,-0.04731890876171907,0.7060428506741341,16.632098507984274
2020-03-23,A,0.0563858481911249,50.971065521240234,19219000,-1.0,-0.04569249902712347,-1.6877254205168597,30.541094019277217
2018-02-21,A,-0.537284715481182,84.35346221923828,5122500,-1.0,-0.045242519159510164,0.4418665500909959,66.73218504289943
2017-09-12,A,-0.2177416578833497,61.89788818359375,11155600,-1.0,-0.04492019211338327,1.3324512720364357,10.761138324639738
2025-04-07,A,-0.1952538985550647,181.94728088378903,12581100,-1.0,-0.04407878839797086,-0.6062418444046911,18.326961864452535
2024-08-01,A,0.0817867662535701,181.84861755371097,6595500,-1.0,-0.043394683959184444,0.7215525221314442,26.21787161863731
2017-09-15,A,-0.1691128889943755,61.62985610961914,20441500,-1.0,-0.04180912413931126,1.3787616964632223,15.990406822158109
2025-04-24,A,-0.068479758440416,177.54551696777344,8789400,-1.0,-0.041624075991476106,-0.5116699414886717,50.27280877853329
2018-04-03,A,0.0442290302434667,64.80856323242188,10449200,-1.0,-0.0387100129466279,-1.3592484942973395,28.159523963858888
2024-08-21,A,-0.0701558616651976,188.385986328125,4250400,-1.0,-0.038320515565738456,0.4834852763444581,87.32333410324281
2020-03-20,A,0.0410695613657414,54.38494110107422,18844500,-1.0,-0.0373411467549275,-1.4754398385765195,28.944648195906296
2025-02-28,A,0.156871596726854,203.8726348876953,13136400,-1.0,-0.03680835972676133,0.6838160690883486,67.46104667711649
2023-01-27,A,-0.7952658308335814,132.30491638183594,4591500,-1.0,-0.03608072216310043,-0.4926538731498587,48.70824482565306
2024-11-26,A,-0.0679213815843581,175.02027893066406,6947500,-1.0,-0.03435484916576037,-0.3173143707784813,48.72378263755498
2020-04-01,A,-0.6160891220085485,58.02008056640625,12948000,-1.0,-0.03336784246531943,-0.4545010754053767,52.189165216954
2018-03-29,A,0.0667223732897229,67.71311950683594,7399400,-1.0,-0.03263408722459504,-1.2742945857325862,24.801863851849724
2018-04-09,A,0.1120878371393237,64.72988891601562,8302100,-1.0,-0.032430589369839,-1.1366100814699085,50.5358587403211
2025-03-07,A,0.0539289942486289,209.0028533935547,6806100,-1.0,-0.032032973050907465,0.6394592186747936,26.69970862327884
2017-09-14,A,0.0946493686789722,62.9348258972168,10272200,-1.0,-0.03177822791170881,1.4602859878048375,14.170331293239336
2018-03-26,A,0.1399744134115232,68.16383361816406,13760600,-1.0,-0.031139814740409166,-1.0872658922422824,34.290575783239575
2020-04-20,A,-0.3082822840494614,67.36292266845703,9126300,-1.0,-0.03085995300265465,0.9683829684370238,77.26686419117561
2025-03-06,A,0.0943899745391216,205.5502166748047,4346000,-1.0,-0.030758989541660897,0.6219353024997628,33.079852479736644
2025-06-11,A,-0.2635975613580766,188.5012359619141,3908000,-1.0,-0.030452524582657348,0.198149450884475,85.54620992821671
2018-04-06,A,0.0421747631562439,64.2291030883789,6761200,-1.0,-0.030263053968115794,-1.1980553052750704,47.74997643971226
2018-04-05,A,0.0867648574652469,65.96751403808594,7045000,-1.0,-0.029364833372477084,-1.1917276331518936,46.651914093050195
2018-04-02,A,0.0441958075520111,65.43096923828125,7816500,-1.0,-0.0292457422690231,-1.3336511727067304,24.527499125835806
2025-03-11,A,0.0391462064612745,208.32012939453125,7144500,-1.0,-0.02853905253151867,0.6114896674730926,26.11856414116401
2025-06-06,A,-0.2322468098202753,186.85740661621097,3607800,-1.0,-0.02834844524348401,0.1247972227990122,86.00274293118196
2025-02-14,A,0.4046529538781308,188.11135864257812,3976900,-1.0,-0.028242957340406383,0.5991959683178633,55.88027661049629
2025-02-27,A,0.1971026574525614,199.96157836914065,5696900,-1.0,-0.027706203324297296,0.652643697636143,64.0260945586152
2020-04-16,A,-0.0602753991509961,65.6545639038086,10326900,-1.0,-0.027599743186457415,0.8309712188251465,74.05912754370087
2018-04-04,A,0.0926237260684317,66.48976135253906,8841700,-1.0,-0.027210175204475662,-1.258278497520538,33.08941356797979
2024-08-20,A,-0.0592795489871196,188.021728515625,3631800,-1.0,-0.027207249196830152,0.5052978638977985,83.45361015305375
2020-02-19,A,-0.929569652948953,74.39405059814453,6349100,-1.0,-0.025698175419929914,0.6762757048612384,35.34941742085802
2024-08-22,A,-0.0485030442382174,188.23260498046875,3676700,-1.0,-0.025070326323144543,0.4503211247077295,87.38430641037172
2025-03-04,A,0.0780639386234071,202.63397216796875,7554000,-1.0,-0.024940785519966924,0.650463623066338,44.45402835572744
2024-08-06,A,0.0018196894555758,178.0143585205078,4273200,-1.0,-0.024594092142976032,0.5812119882345141,25.142808324634288
2023-12-19,A,0.9910219360317328,143.1768798828125,5476700,-1.0,-0.024578968192285444,0.5740445178995736,27.511118327110275
2025-04-25,A,-0.1288083219311092,183.14642333984375,10482100,-1.0,-0.02350646201860418,-0.2878461743192878,52.37304031136973
2024-05-10,A,-0.9788977550996204,152.68605041503906,3509500,-1.0,-0.023295395061369795,-0.1922723843950539,69.26970335052059
2025-06-12,A,-0.2977155978048997,189.4068298339844,5781400,-1.0,-0.022966524013323886,0.2350921392006249,79.39331477978591
2025-02-24,A,0.1604892348856621,199.04476928710935,6305000,-1.0,-0.022588825808765645,0.7236079303800981,59.30814818924952
2025-06-09,A,-0.2008067756624093,186.19789123535156,4661500,-1.0,-0.02254705187288053,0.1415635974467539,87.14638301084565
2017-09-11,A,-0.1772663613723237,61.36885070800781,12687000,-1.0,-0.022519215978161422,1.1995535618678193,10.92244249892896
2020-03-27,A,0.098276376794224,57.42738723754883,12293300,-1.0,-0.02195172975675319,-0.9901427123321868,36.98741680347331
2025-03-13,A,-0.3652222999442296,206.3304748535156,5559500,-1.0,-0.02190194971689574,0.4674870695238466,34.788462919015224
2020-03-18,A,-0.0259415190601382,56.131385803222656,23712800,-1.0,-0.02188558796959883,-1.2837250686106108,14.797432253657917
2017-09-18,A,-0.1491273813367161,60.18379211425781,9656700,-1.0,-0.021273976945726525,1.2145319936693726,18.131253043492695
2020-03-19,A,-0.0207248708424772,56.15509033203125,19739900,-1.0,-0.020251842434276468,-1.3639199725872857,22.01202544757826
2025-02-18,A,0.3736724755638945,191.407958984375,6065500,-1.0,-0.019330180399003694,0.6196288545652734,54.407262588352985
2020-04-27,A,0.6963629965598943,67.92434692382812,9209700,-1.0,-0.019247269513746557,0.7493206336244239,64.01828167372379
2024-08-23,A,-0.0968494977118167,189.36373901367188,4720300,-1.0,-0.01888135272447311,0.4351123537560947,85.56658200215966
2018-02-06,A,-0.0470913960317734,79.55307006835938,14107800,-1.0,-0.017282894835445872,0.5932517859894394,16.77401648434836
2025-02-26,A,0.1858501000694134,198.0011749267578,4766700,-1.0,-0.016734715597331085,0.6690484168067636,59.76927655280985
2018-01-30,A,-0.1531529680119665,82.90117645263672,11851400,-1.0,-0.01648587851654648,1.203248594527352,25.249201259505615
2025-03-12,A,0.0656863861814561,206.827880859375,6139800,-1.0,-0.015474605310152767,0.5375425870668945,29.311168699709896
2018-02-23,A,0.1058735562470792,84.95438385009766,4685700,-1.0,-0.015421391065762013,0.426427050974232,89.74384469459667
2018-04-10,A,0.0831559822136101,66.97623443603516,6253700,-1.0,-0.01426624850206859,-0.9550046506572089,51.893762234922654
2025-02-19,A,0.2824592882878232,192.48081970214844,4888700,-1.0,-0.01418726193631159,0.6290821854734807,58.721835980732095
2025-02-25,A,0.1577487783739241,199.1032867431641,7746800,-1.0,-0.013168249170748658,0.715017663254485,56.24524684419749
2018-01-29,A,-0.1840324253976266,87.50123596191406,10182700,-1.0,-0.01300620264708685,1.2826393896261252,28.72275653218949
2023-05-30,A,0.6728311931597133,124.540283203125,7671500,-1.0,-0.012161243920700282,-0.5340536687735499,41.55418670452385
2024-08-07,A,0.059297715346249,179.73974609375,6351000,-1.0,-0.01166679457711517,0.562219308425019,30.87713132797633
2023-12-14,A,0.449392508523649,144.37001037597656,7869600,-1.0,-0.01148785861862378,0.6623179371700166,9.432567229685276
2022-11-28,A,0.7696158940613018,141.94480895996094,3902800,-1.0,-0.011468731576917635,0.4819597990972417,57.27294051070115
2024-08-08,A,0.0198652285892739,182.5099945068359,5744600,-1.0,-0.009910532618332524,0.581352442837851,29.894421929642547
2020-11-20,A,0.4384688380882935,82.9791488647461,9682500,-1.0,-0.009903611770845866,0.8998859272804514,64.95715211225695
2025-06-05,A,-0.199735936927783,184.5343475341797,4417900,-1.0,-0.009567189891617756,0.0723966053969905,89.36588872130469
2020-11-27,A,-0.0833072188802723,86.31180572509766,4418800,-1.0,-0.008567560725561085,0.9289657103770196,80.12825149882366
2018-02-26,A,0.1158007581952213,86.95035552978516,4473500,-1.0,-0.008087778274451951,0.4924269769182961,83.77482831528906
2020-04-15,A,0.0516904771782968,65.62248992919922,8977300,-1.0,-0.007984033800654156,0.7748297328352456,72.3520072605362
2025-06-13,A,-0.2914845144482084,188.0878143310547,4965700,-1.0,-0.0073983281260358025,0.227234698690219,75.62620897468615
2023-01-23,A,0.391589933881491,134.3580780029297,7616400,-1.0,-0.007070248393890921,-0.4895053534985668,23.821652306280583
2025-05-07,A,-0.9181321112513092,185.14463806152344,5771700,-1.0,-0.006823583115712295,0.3549799924175079,45.13469655450452
2018-02-22,A,0.0880171694592083,84.10304260253906,5185700,-1.0,-0.006528688172224295,0.4202940416436723,85.37911765378115
2017-09-28,A,-0.8087186079525681,62.751407623291016,14809300,-1.0,-0.006343673634678915,0.579616859767064,57.41295993919444
2025-02-10,A,-0.6561748845457913,185.64376831054688,3685700,-1.0,-0.005588676778867763,0.6450626988155929,35.57641240937028
2018-02-07,A,-0.0389171707161396,81.28436279296875,10030800,-1.0,-0.005062381757696133,0.5691430787164716,19.347843427540543
2024-08-26,A,-0.040764676201631,189.25827026367188,4182300,-1.0,-0.0046650480033527675,0.4089447066156034,87.5781612484762
2022-04-20,A,-0.1915167157859216,137.69268798828125,6250000,-1.0,-0.00412736526967028,-0.1161039354443353,18.285322781655328
2023-09-08,A,0.9865303928594932,137.53103637695312,4339800,-1.0,-0.003921604442140514,-0.0396944270817405,27.90830531485975
2024-11-15,A,-0.0507419304233054,159.41592407226562,11265400,-1.0,-0.0036637600380751145,-0.8985004299775124,28.17822150540304
